Company,Type,OpSys,CPU,GPU,Ram,Weight,Touchscreen,ClockSpeed,HDD,SSD,PPI,Price
HP,Notebook,Windows,Intel,Intel,8,2.04,1,2.5,1.0,0.0,136.7948717948718,29783.52
Asus,Gaming,Windows,Intel,Nvidia,16,3.6,0,2.9,0.0,0.256,173.41040462427745,159786.72
HP,Notebook,Windows,Intel,Intel,4,1.49,0,1.6,0.5,0.0,225.56390977443607,35964.0
Apple,Ultrabook,Mac,Intel,Intel,8,1.37,0,3.1,0.0,0.512,312.78195488721803,108691.2
Dell,2 in 1 Convertible,Windows,Intel,Intel,8,2.08,1,1.8,1.0,0.0,192.30769230769232,43636.32
Asus,Gaming,Windows,Intel,Nvidia,16,4.3,0,2.8,1.0,0.256,173.41040462427745,95850.72
Asus,Notebook,Windows,AMD,AMD,4,1.68,0,3.0,1.0,0.0,136.7948717948718,24988.32
Lenovo,2 in 1 Convertible,Windows,Intel,Intel,8,1.37,1,1.8,0.0,0.512,215.8273381294964,98514.72
Acer,Notebook,Windows,Intel,Nvidia,4,3.0,0,2.7,0.0,0.256,173.41040462427745,37402.56
Dell,Ultrabook,Windows,Intel,Intel,8,1.41,0,1.6,0.0,0.256,225.56390977443607,50562.72
HP,Notebook,Windows,AMD,AMD,8,1.91,0,2.5,0.0,0.128,136.7948717948718,23757.552
HP,Notebook,Windows,Intel,Nvidia,16,2.9,0,1.8,1.0,0.0,173.41040462427745,56423.52
MSI,Gaming,Windows,Intel,Nvidia,16,4.14,0,2.8,1.0,0.512,173.41040462427745,133146.72
Lenovo,2 in 1 Convertible,Windows,Intel,Nvidia,8,2.0,1,2.8,0.0,0.512,192.30769230769232,90522.72
Dell,Notebook,Windows,Intel,AMD,8,2.8,0,1.8,1.0,0.128,173.41040462427745,60845.76
Lenovo,Notebook,No,Intel,Intel,4,2.2,0,2.0,0.0,0.256,192.30769230769232,23656.32
HP,Notebook,Windows,Intel,Intel,4,2.1,0,1.6,0.5,0.0,192.30769230769232,38468.16
Dell,Notebook,Windows,Intel,Intel,4,2.18,0,2.5,1.0,0.0,192.30769230769232,35004.96
Dell,Notebook,Windows,Intel,AMD,8,2.24,0,2.5,1.0,0.0,192.30769230769232,30103.2
Dell,2 in 1 Convertible,Windows,Intel,Intel,8,2.67,1,1.6,0.0,0.256,192.30769230769232,42570.72
Asus,2 in 1 Convertible,Windows,Intel,Intel,8,1.1,1,1.8,0.0,1.024,225.56390977443607,79866.72
Lenovo,Notebook,No,Intel,Intel,4,2.2,0,2.5,1.0,0.0,192.30769230769232,24881.76
HP,Notebook,Windows,Intel,Nvidia,8,2.5,0,1.8,1.0,0.0,173.41040462427745,54239.04
Lenovo,Notebook,Windows,Intel,Intel,8,2.05,0,1.8,0.0,0.256,192.30769230769232,46886.4
Apple,Ultrabook,Mac,Intel,Intel,8,1.37,0,2.9,0.0,0.512,312.78195488721803,104370.192
Asus,Gaming,Windows,AMD,AMD,16,3.2,0,3.0,1.0,0.256,173.41040462427745,82530.72
Dell,Notebook,Linux,Intel,AMD,8,2.14,0,1.8,0.0,0.256,192.30769230769232,39164.5296
Lenovo,2 in 1 Convertible,Windows,Intel,Intel,16,1.36,1,2.6,0.0,0.512,285.7142857142857,133146.72
Toshiba,Notebook,Windows,Intel,Nvidia,8,2.2,0,2.5,0.5,0.0,136.7948717948718,43263.36
Dell,Notebook,Windows,Intel,Intel,12,2.3,0,2.7,1.0,0.0,136.7948717948718,37992.3696
Dell,Notebook,Linux,Intel,AMD,8,2.8,0,1.8,1.0,0.128,173.41040462427745,58554.72
Acer,Notebook,Windows,Intel,Nvidia,8,2.2,0,1.8,1.0,0.0,192.30769230769232,39693.6
Lenovo,Notebook,Windows,Intel,Intel,4,2.8,0,2.0,1.0,0.0,144.50867052023122,26053.92
Lenovo,Notebook,No,Intel,Nvidia,8,2.8,0,1.8,2.0,0.0,173.41040462427745,45234.72
Lenovo,Notebook,Windows,Intel,Nvidia,6,2.8,0,2.7,1.0,0.128,144.50867052023122,45767.52
Dell,Notebook,Linux,Intel,AMD,4,2.25,0,2.0,1.0,0.0,192.30769230769232,22803.84
Lenovo,Gaming,Windows,Intel,Nvidia,8,2.5,0,2.5,0.0,0.256,192.30769230769232,44169.12
Lenovo,Notebook,Windows,Intel,Intel,6,2.2,0,2.5,0.0,0.256,192.30769230769232,30849.12
Acer,Notebook,Windows,Intel,Nvidia,8,3.0,0,1.8,0.0,0.256,192.30769230769232,50669.28
Acer,Notebook,Windows,Intel,Intel,12,2.15,1,2.7,1.0,0.0,192.30769230769232,35111.52
Lenovo,Notebook,Windows,Intel,Intel,8,1.95,0,2.7,0.0,0.256,192.30769230769232,58448.16
Asus,Ultrabook,Windows,Intel,Nvidia,8,1.7,0,2.5,0.0,0.256,192.30769230769232,52054.56
Lenovo,Gaming,Windows,Intel,Nvidia,16,2.5,0,2.8,1.0,0.256,192.30769230769232,62817.12
Lenovo,Notebook,No,Intel,Nvidia,8,2.2,0,2.7,1.0,0.0,192.30769230769232,35112.0528
Acer,Notebook,Chrome,Intel,Intel,2,2.19,0,1.5,0.0,0.016,136.7948717948718,10602.72
Asus,Gaming,Windows,Intel,Nvidia,8,3.0,0,2.8,1.0,0.0,173.41040462427745,63243.36
HP,Notebook,Windows,Intel,Intel,8,2.54,0,2.0,1.0,0.0,144.50867052023122,26053.92
Dell,Notebook,Windows,Intel,Nvidia,8,2.0,0,2.8,0.0,0.256,192.30769230769232,97449.12
Lenovo,Notebook,Windows,Intel,Intel,8,2.05,0,1.6,0.0,0.256,192.30769230769232,39373.92
Lenovo,Gaming,Windows,Intel,Nvidia,8,3.2,0,2.8,1.0,0.0,192.30769230769232,69210.72
Acer,Notebook,Linux,Intel,Nvidia,8,2.5,0,2.8,0.0,0.256,192.30769230769232,52161.12
Dell,Workstation,Windows,Intel,Nvidia,16,3.42,0,2.9,0.0,0.256,173.41040462427745,153705.3408
Lenovo,Notebook,Windows,AMD,AMD,6,2.4,0,2.4,1.0,0.0,192.30769230769232,26586.72
Asus,Ultrabook,Windows,Intel,Nvidia,16,1.63,0,2.7,0.0,0.512,192.30769230769232,78215.04
Asus,Notebook,Windows,Intel,Intel,4,1.3,0,2.4,0.0,0.128,152.42857142857142,27119.52
Asus,Gaming,Windows,Intel,Nvidia,16,2.9,0,2.8,1.0,0.256,173.41040462427745,113060.16
Lenovo,Notebook,Windows,Intel,Nvidia,6,2.8,0,2.5,1.0,0.0,144.50867052023122,34578.72
Lenovo,Notebook,No,Intel,Nvidia,8,2.2,0,2.5,2.0,0.0,136.7948717948718,29250.72
Asus,Gaming,Windows,Intel,Nvidia,8,2.5,0,2.8,1.0,0.128,192.30769230769232,67399.2
Lenovo,Notebook,No,Intel,Intel,4,2.2,0,1.1,1.0,0.0,136.7948717948718,19180.2672
HP,2 in 1 Convertible,Windows,Intel,Intel,16,1.28,1,2.8,0.0,0.256,225.56390977443607,105228.0
Toshiba,Notebook,Windows,Intel,Nvidia,8,2.2,0,2.5,0.0,0.256,192.30769230769232,55571.04
Lenovo,Notebook,Windows,Intel,Nvidia,8,2.3,0,2.5,1.0,0.128,192.30769230769232,43636.32
HP,Notebook,Windows,Intel,Intel,4,1.86,0,2.0,1.0,0.0,192.30769230769232,24988.32
Lenovo,Notebook,Windows,Intel,Intel,8,1.1,0,2.5,0.0,0.256,225.56390977443607,53226.72
Dell,Ultrabook,Windows,Intel,Intel,16,1.21,1,1.8,0.0,1.0,451.12781954887214,133146.72
MSI,Gaming,Windows,Intel,Nvidia,16,2.8,0,2.8,1.0,0.256,192.30769230769232,111834.72
Acer,Notebook,Windows,AMD,AMD,8,2.23,0,2.2,0.0,0.256,192.30769230769232,24988.32
Asus,2 in 1 Convertible,Windows,Intel,Intel,2,1.1,1,1.1,0.0,0.0,183.9655172413793,14652.0
Dell,Notebook,Windows,Intel,AMD,8,2.33,0,1.6,1.0,0.128,192.30769230769232,44968.32
HP,2 in 1 Convertible,Windows,Intel,Intel,16,1.29,1,1.8,0.0,1.0,451.12781954887214,130482.72
Lenovo,Notebook,Chrome,Intel,Intel,4,1.45,0,1.6,0.0,0.0,160.45112781954887,24503.472
HP,Notebook,Windows,Intel,Intel,8,1.95,0,2.5,0.0,0.256,214.28571428571428,52214.4
Acer,Notebook,Windows,Intel,Intel,4,1.4,0,1.6,0.0,0.0,183.9655172413793,25840.8
HP,Notebook,Windows,Intel,Intel,8,1.48,0,2.7,0.0,0.256,214.28571428571428,68837.76
Lenovo,Notebook,Windows,Intel,Nvidia,4,2.79,0,2.5,1.0,0.0,144.50867052023122,31381.92
Asus,Notebook,Windows,Intel,Intel,8,2.0,0,2.7,0.0,0.256,214.28571428571428,58288.32
HP,Notebook,Windows,Intel,Intel,8,2.1,0,1.8,1.0,0.0,136.7948717948718,48058.56
Acer,Notebook,Windows,AMD,AMD,8,2.2,0,2.7,0.0,0.256,136.7948717948718,35111.52
Lenovo,Notebook,Windows,Intel,Intel,4,1.44,0,1.1,0.0,0.0,152.42857142857142,15557.76
Acer,Notebook,Windows,Intel,Intel,6,2.23,0,2.5,1.0,0.0,136.7948717948718,29250.72
Asus,Ultrabook,Windows,Intel,Nvidia,8,1.7,0,2.7,0.0,0.256,192.30769230769232,55938.672
HP,Ultrabook,Windows,Intel,Intel,8,1.26,0,2.7,0.0,0.256,240.0,71128.8
Dell,Notebook,Windows,Intel,Nvidia,32,2.06,1,2.8,0.0,1.0,384.61538461538464,140605.91999999998
MSI,Gaming,Windows,Intel,Nvidia,8,2.7,0,2.8,1.0,0.256,173.41040462427745,63882.72
Toshiba,Notebook,Windows,Intel,Intel,8,2.0,0,2.5,0.0,0.256,192.30769230769232,50243.04
Asus,Notebook,Windows,Intel,Intel,8,2.0,0,2.7,1.0,0.256,214.28571428571428,71075.52
Lenovo,Notebook,Windows,Intel,Intel,4,1.85,0,2.0,1.0,0.0,192.30769230769232,23922.72
Asus,Gaming,Windows,Intel,Nvidia,8,2.5,0,2.8,0.0,0.256,192.30769230769232,53226.72
HP,Notebook,Windows,Intel,Intel,8,1.48,0,2.6,0.0,0.256,214.28571428571428,67559.04
Dell,Ultrabook,Windows,Intel,Nvidia,8,1.9,0,1.6,1.0,0.128,192.30769230769232,55890.72
HP,Notebook,Windows,Intel,Intel,8,1.84,0,2.5,0.0,0.256,192.30769230769232,60952.32
Asus,Notebook,Linux,Intel,Intel,4,2.0,0,1.1,1.0,0.0,136.7948717948718,14651.4672
Dell,Notebook,Windows,Intel,Nvidia,8,2.0,0,1.6,0.0,0.256,192.30769230769232,60885.72
Dell,Notebook,Linux,Intel,Intel,4,2.2,0,1.6,0.5,0.0,136.7948717948718,14646.672
Lenovo,Notebook,Windows,AMD,AMD,12,2.2,0,3.6,2.0,0.0,192.30769230769232,47898.72
HP,Notebook,Windows,Intel,Nvidia,8,2.1,0,2.4,1.0,0.0,192.30769230769232,38148.48
Lenovo,2 in 1 Convertible,Windows,Intel,Intel,16,1.4,1,1.8,0.0,0.512,431.6546762589928,111834.72
Dell,Ultrabook,Windows,Intel,Intel,8,1.2,0,1.8,0.0,0.256,225.56390977443607,84129.12
Lenovo,Gaming,Windows,Intel,Nvidia,16,2.4,0,2.8,2.0,0.256,192.30769230769232,60153.12
HP,Notebook,Windows,Intel,Intel,2,1.44,0,1.6,0.0,0.0,152.42857142857142,14865.12
Dell,Ultrabook,Windows,Intel,Intel,16,1.88,0,1.9,0.0,0.768,192.30769230769232,85672.1088
Asus,2 in 1 Convertible,Windows,Intel,Intel,4,1.5,1,1.1,0.0,0.0,183.9655172413793,19980.0
Dell,Ultrabook,Windows,Intel,AMD,8,1.9,0,1.6,1.0,0.0,192.30769230769232,35324.64
Dell,Notebook,Windows,Intel,Nvidia,16,2.06,1,2.8,0.0,0.512,384.61538461538464,108020.9376
HP,Notebook,Windows,Intel,Intel,8,1.84,0,2.7,0.0,0.256,192.30769230769232,69477.12
MSI,Gaming,Windows,Intel,Nvidia,8,2.7,0,2.8,1.0,0.128,173.41040462427745,75071.52
HP,Workstation,Windows,Intel,Nvidia,8,2.6,0,2.8,0.0,0.256,192.30769230769232,92615.0256
Toshiba,Notebook,Windows,Intel,Nvidia,16,2.4,0,2.5,0.0,0.512,192.30769230769232,74751.84
Dell,Notebook,Windows,Intel,AMD,8,2.02,0,1.8,2.0,0.128,192.30769230769232,51729.55199999999
Lenovo,Notebook,No,Intel,Intel,4,2.2,0,1.1,1.0,0.0,136.7948717948718,17155.627200000003
Dell,Gaming,Windows,Intel,Nvidia,8,2.65,0,2.5,1.0,0.0,192.30769230769232,53226.72
Dell,Notebook,Windows,Intel,Intel,8,2.36,1,2.5,2.0,0.0,136.7948717948718,29696.6736
Dell,Notebook,Windows,Intel,Intel,8,1.36,0,2.6,0.0,0.256,214.28571428571428,76030.56
HP,Notebook,Windows,Intel,Intel,4,1.86,0,2.0,0.5,0.0,136.7948717948718,23389.92
Asus,Notebook,Windows,Intel,Intel,8,2.0,0,2.5,0.0,0.256,214.28571428571428,50349.6
Lenovo,Notebook,Windows,Intel,Nvidia,6,2.8,0,2.5,1.0,0.128,144.50867052023122,38308.32
HP,Notebook,Windows,Intel,Intel,8,1.86,0,2.5,1.0,0.0,192.30769230769232,34045.92
Lenovo,Notebook,No,Intel,Nvidia,8,2.2,0,2.0,0.0,0.256,136.7948717948718,26586.72
HP,Notebook,Windows,Intel,Intel,8,2.04,0,1.6,2.0,0.0,136.7948717948718,20725.92
Dell,Notebook,Windows,Intel,AMD,8,2.8,0,1.6,1.0,0.128,173.41040462427745,57808.8
Lenovo,Gaming,No,Intel,Nvidia,8,2.4,0,2.5,1.0,0.128,192.30769230769232,43103.52
Dell,Notebook,Windows,Intel,AMD,8,2.33,0,2.7,0.0,0.256,192.30769230769232,47898.72
HP,Ultrabook,Windows,Intel,Intel,8,1.36,0,2.7,0.0,0.256,214.28571428571428,93240.0
Asus,2 in 1 Convertible,Windows,Intel,Nvidia,12,2.26,1,2.7,2.0,0.512,192.30769230769232,58554.72
Acer,Notebook,Windows,AMD,AMD,4,2.1,0,3.0,0.0,0.128,136.7948717948718,22697.28
Asus,Gaming,Windows,AMD,AMD,16,3.25,0,3.0,1.0,0.256,173.41040462427745,117162.72
Lenovo,Notebook,Windows,AMD,AMD,4,2.6,0,2.2,0.0,0.128,144.50867052023122,26053.92
Dell,2 in 1 Convertible,Windows,Intel,Intel,8,1.62,1,1.8,0.0,0.256,225.56390977443607,46300.85279999999
HP,Notebook,Windows,AMD,AMD,4,1.91,0,3.0,0.0,0.256,192.30769230769232,26053.3872
Lenovo,Netbook,Windows,Intel,Intel,4,1.59,0,1.1,0.0,0.128,183.9655172413793,29463.84
Dell,Notebook,Windows,Intel,Intel,4,1.8,0,1.6,0.5,0.0,136.7948717948718,16463.52
Asus,Notebook,Windows,Intel,Intel,4,1.5,0,1.1,0.0,0.0,152.42857142857142,15238.08
Acer,Notebook,Linux,Intel,Nvidia,8,2.4,0,2.8,1.0,0.0,192.30769230769232,45074.88
HP,Gaming,Windows,Intel,Nvidia,8,3.35,0,2.8,1.0,0.128,173.41040462427745,63456.48
Lenovo,Notebook,No,Intel,Intel,4,1.85,0,2.0,0.0,0.128,192.30769230769232,21498.48
Asus,Gaming,Windows,Intel,Nvidia,8,2.3,0,2.8,1.0,0.128,192.30769230769232,88178.4
Lenovo,Notebook,Windows,Intel,Nvidia,8,1.5,0,2.5,0.0,0.256,214.28571428571428,58554.72
Asus,Ultrabook,Windows,Intel,Intel,16,1.1,1,2.7,0.0,0.512,225.56390977443607,93181.392
Lenovo,Ultrabook,Windows,Intel,Intel,8,1.13,0,2.7,0.0,0.512,285.7142857142857,121584.96
Lenovo,Notebook,Windows,Intel,Intel,4,1.5,0,2.4,0.0,0.128,225.56390977443607,29250.72
Dell,Workstation,Windows,Intel,AMD,8,2.23,0,2.6,0.5,0.0,192.30769230769232,72940.31999999999
Dell,Workstation,Windows,Intel,Nvidia,8,2.0,0,2.7,0.0,0.256,192.30769230769232,113752.8
Lenovo,2 in 1 Convertible,Windows,Intel,Intel,16,1.42,1,2.7,0.0,0.512,285.7142857142857,133679.52
Asus,Gaming,Windows,Intel,Nvidia,8,3.0,0,2.8,1.0,0.0,173.41040462427745,55357.92
Asus,Gaming,Windows,Intel,Nvidia,16,3.0,0,2.8,1.0,0.256,173.41040462427745,84768.48
Acer,Notebook,Windows,Intel,Nvidia,12,2.2,0,1.6,1.0,0.0,136.7948717948718,36975.7872
MSI,Gaming,Windows,Intel,Nvidia,8,2.7,0,2.8,0.0,0.256,173.41040462427745,71874.72
Dell,Notebook,Linux,Intel,AMD,8,2.33,0,2.7,0.0,0.256,192.30769230769232,41498.1936
HP,Ultrabook,Windows,AMD,AMD,4,1.91,0,3.0,0.0,0.256,192.30769230769232,26586.72
Lenovo,Notebook,Windows,Intel,AMD,8,2.1,0,1.8,0.0,0.256,192.30769230769232,65510.9568
Lenovo,Notebook,Windows,Intel,Intel,8,1.9,0,2.5,0.0,0.256,214.28571428571428,49976.64
Dell,Workstation,Windows,Intel,Nvidia,8,1.78,1,2.8,0.0,0.256,384.61538461538464,144495.36
Lenovo,Ultrabook,Windows,Intel,Intel,16,1.13,0,2.7,0.0,1.0,285.7142857142857,139860.0
Lenovo,Notebook,Windows,Intel,Intel,4,2.2,0,1.1,1.0,0.0,136.7948717948718,16303.68
Asus,Gaming,Windows,Intel,Nvidia,16,2.9,0,2.8,1.0,0.256,173.41040462427745,81465.12
Lenovo,Notebook,Windows,Intel,AMD,8,2.1,0,1.6,1.0,0.256,192.30769230769232,60978.96
Acer,Notebook,Linux,Intel,Nvidia,8,2.5,0,2.8,0.0,0.256,192.30769230769232,46833.12
MSI,Gaming,Windows,Intel,Nvidia,16,2.8,0,2.8,1.0,0.256,173.41040462427745,119826.72
Asus,Ultrabook,Windows,Intel,Intel,8,1.1,0,2.7,0.0,0.512,214.28571428571428,99793.44
Toshiba,Ultrabook,Windows,Intel,Intel,16,1.2,0,2.5,0.0,0.512,225.56390977443607,93080.16
Dell,Ultrabook,Windows,Intel,Intel,8,1.36,0,2.8,0.0,0.512,214.28571428571428,89510.4
Lenovo,Notebook,Windows,Intel,Intel,4,2.2,0,2.0,0.5,0.0,192.30769230769232,21791.52
Lenovo,Notebook,Windows,Intel,Intel,2,1.15,0,1.1,0.0,0.0,183.9655172413793,16221.096
Lenovo,Workstation,Windows,Intel,Nvidia,8,2.67,0,2.8,0.0,0.512,192.30769230769232,102564.0
Lenovo,Ultrabook,Windows,Intel,Nvidia,8,1.7,0,2.8,0.0,0.512,285.7142857142857,103523.04
HP,Notebook,Windows,Intel,AMD,4,2.1,0,2.0,1.0,0.0,192.30769230769232,24988.32
Acer,2 in 1 Convertible,Windows,Intel,Intel,8,1.6,1,2.5,0.0,0.256,225.56390977443607,42038.4528
Asus,2 in 1 Convertible,Windows,Intel,Intel,8,1.27,1,2.5,0.0,0.256,225.56390977443607,49443.84
Dell,Notebook,Linux,Intel,AMD,4,2.3,0,2.5,0.0,0.256,192.30769230769232,31909.392
Dell,Notebook,Windows,Intel,Intel,4,1.65,0,2.0,0.0,0.128,160.45112781954887,36709.92
HP,Ultrabook,Windows,Intel,Intel,8,1.43,0,2.5,0.0,0.256,214.28571428571428,79920.0
Dell,Notebook,Windows,Intel,Intel,8,2.14,0,2.5,1.0,0.0,136.7948717948718,28768.536
Lenovo,Ultrabook,Windows,Intel,AMD,8,1.75,0,1.8,0.0,0.256,214.28571428571428,64755.44640000001
Lenovo,2 in 1 Convertible,Windows,Intel,Nvidia,16,2.0,1,2.8,0.0,0.512,384.61538461538464,101178.72
others,Notebook,Windows,Intel,Intel,6,1.4,0,1.1,0.0,0.0,370.73170731707313,23922.72
HP,Notebook,Windows,Intel,Intel,8,2.31,0,2.9,0.0,0.256,192.30769230769232,76030.56
Asus,Notebook,Linux,Intel,Nvidia,8,2.3,0,2.4,1.0,0.0,192.30769230769232,31808.16
Dell,Gaming,Windows,Intel,Nvidia,16,4.42,0,2.9,1.0,0.256,231.21387283236996,149130.72
Dell,Gaming,Windows,Intel,Nvidia,8,2.62,0,2.8,1.0,0.128,192.30769230769232,61751.52
Dell,Notebook,Windows,Intel,AMD,8,2.02,0,1.8,2.0,0.256,192.30769230769232,60867.072
Dell,Ultrabook,Linux,Intel,Intel,8,1.6,0,2.8,0.0,0.256,214.28571428571428,58554.72
HP,Gaming,Windows,Intel,Nvidia,12,3.35,0,2.8,1.0,0.256,173.41040462427745,106506.72
others,2 in 1 Convertible,Windows,Intel,Intel,4,1.16,1,1.1,0.0,0.032,258.62068965517244,15930.72
Samsung,Netbook,Chrome,Intel,Intel,4,1.15,0,1.6,0.0,0.0,183.9655172413793,14332.32
Lenovo,Notebook,Windows,Intel,Intel,8,1.4,0,2.7,0.0,0.256,225.56390977443607,53812.8
Lenovo,Notebook,Windows,Intel,Intel,4,1.7,0,2.7,0.0,0.128,214.28571428571428,31914.72
Lenovo,Workstation,Windows,Intel,Nvidia,16,2.3,0,2.8,0.0,0.512,384.61538461538464,130269.6
Lenovo,Notebook,Windows,Intel,Nvidia,16,2.5,0,2.9,0.0,0.512,192.30769230769232,130482.72
Asus,Gaming,Windows,AMD,AMD,8,3.2,0,3.2,1.0,0.256,173.41040462427745,90309.6
HP,Notebook,Windows,Intel,Intel,4,2.1,0,1.6,0.5,0.0,136.7948717948718,18488.16
others,Ultrabook,Chrome,Intel,Intel,16,1.1,1,1.3,0.0,0.512,325.2032520325203,117162.72
Lenovo,Ultrabook,Windows,Intel,Intel,24,1.32,0,2.7,0.0,0.512,285.7142857142857,126912.96
Asus,Notebook,Linux,Intel,Intel,4,2.0,0,2.5,0.0,0.256,192.30769230769232,29783.52
Lenovo,Notebook,Windows,AMD,AMD,8,2.8,0,2.5,1.0,0.0,144.50867052023122,27652.32
Dell,Notebook,Windows,Intel,AMD,4,2.2,0,1.6,0.0,0.256,192.30769230769232,39906.72
Lenovo,Ultrabook,Windows,Intel,Intel,8,1.36,0,2.5,0.0,0.256,240.0,76137.12
Lenovo,Notebook,Windows,Intel,Intel,4,2.2,0,1.1,0.0,0.128,192.30769230769232,18594.72
HP,Gaming,Windows,Intel,Nvidia,8,2.2,0,2.8,1.0,0.128,192.30769230769232,58554.72
Dell,Notebook,Windows,Intel,Nvidia,8,1.64,0,2.8,0.0,0.256,214.28571428571428,62817.12
Acer,Notebook,Linux,Intel,Intel,4,2.4,0,2.5,0.5,0.0,136.7948717948718,23539.104
Dell,Workstation,Windows,Intel,Nvidia,8,2.23,0,3.0,1.0,0.0,192.30769230769232,106187.04
MSI,Gaming,Windows,Intel,Nvidia,8,2.2,0,2.5,0.0,0.256,192.30769230769232,54757.9872
others,Ultrabook,Windows,Intel,Intel,16,1.25,1,2.5,0.0,0.512,278.51851851851853,137941.91999999998
HP,Notebook,Windows,Intel,Intel,8,1.91,0,2.5,0.0,0.128,136.7948717948718,31381.92
Dell,Workstation,Windows,Intel,Nvidia,16,2.17,0,2.7,0.0,0.256,192.30769230769232,105228.0
HP,Workstation,Windows,Intel,Intel,8,2.31,0,2.9,0.0,0.512,192.30769230769232,81731.52
Lenovo,Notebook,Windows,Intel,Intel,8,1.65,0,2.5,0.0,0.256,214.28571428571428,71661.59999999999
Dell,Notebook,Windows,Intel,AMD,8,2.36,0,1.8,1.0,0.128,192.30769230769232,52161.12
Dell,2 in 1 Convertible,Windows,Intel,Intel,4,1.47,1,1.6,0.5,0.0,183.9655172413793,25521.12
Dell,Notebook,Windows,Intel,Nvidia,8,4.42,0,2.7,1.0,0.0,173.41040462427745,109010.88
others,Ultrabook,Windows,Intel,Intel,4,1.252,1,2.2,0.0,0.128,278.51851851851853,52693.92
others,Ultrabook,Windows,Intel,Intel,8,1.25,1,2.5,0.0,0.256,278.51851851851853,95850.72
HP,Notebook,Windows,Intel,Intel,8,2.5,0,2.0,0.0,0.256,144.50867052023122,34093.872
Acer,Notebook,Windows,Intel,Nvidia,4,2.23,0,2.0,1.0,0.0,192.30769230769232,28984.32
Acer,Netbook,Windows,Intel,Intel,4,1.4,0,1.6,0.0,0.128,183.9655172413793,23176.8
Asus,Notebook,Windows,Intel,Intel,8,2.37,0,2.5,1.0,0.0,192.30769230769232,39906.72
Lenovo,Notebook,No,Intel,AMD,8,1.5,0,2.7,0.0,0.512,214.28571428571428,42570.72
Lenovo,Notebook,Windows,Intel,Nvidia,8,2.67,0,2.9,0.0,0.256,192.30769230769232,111355.2
Asus,Notebook,Windows,Intel,Intel,4,2.0,0,1.1,0.5,0.0,136.7948717948718,16197.12
Acer,Notebook,Windows,Intel,Nvidia,4,2.2,0,2.0,0.5,0.0,136.7948717948718,24988.32
Dell,Notebook,Windows,Intel,AMD,8,2.02,0,1.6,2.0,0.0,192.30769230769232,40439.52
HP,Gaming,Windows,Intel,Nvidia,12,3.78,0,2.8,1.0,0.0,173.41040462427745,90522.72
Lenovo,Ultrabook,Windows,Intel,Intel,12,1.4,0,2.6,0.0,0.256,285.7142857142857,98994.24
HP,2 in 1 Convertible,Windows,Intel,Intel,8,1.29,1,1.8,0.0,0.512,451.12781954887214,106506.72
HP,Notebook,Windows,Intel,AMD,8,1.9,0,2.5,0.5,0.0,192.30769230769232,61485.12
others,Ultrabook,Chrome,Intel,Intel,8,1.1,1,1.2,0.0,0.128,325.2032520325203,67932.0
Dell,Ultrabook,Windows,Intel,Intel,8,1.42,1,1.6,0.0,0.256,225.56390977443607,98133.768
Asus,Notebook,Windows,Intel,Intel,12,2.06,0,2.6,1.0,0.128,384.61538461538464,69210.72
Dell,Notebook,Windows,Intel,Intel,8,1.79,0,2.3,0.0,0.128,152.42857142857142,39427.2
Dell,Workstation,Windows,Intel,Nvidia,8,1.78,0,2.8,0.0,0.256,192.30769230769232,128298.24
Lenovo,Notebook,Windows,Intel,Intel,8,1.7,0,2.5,0.0,0.18,214.28571428571428,72673.92
Dell,Notebook,Windows,Intel,AMD,8,2.2,0,1.6,1.0,0.0,192.30769230769232,35964.0
Toshiba,Notebook,Windows,Intel,Intel,8,1.05,0,2.5,0.0,0.256,225.56390977443607,89084.16
Dell,Notebook,Windows,Intel,Nvidia,8,2.16,0,1.8,0.0,0.512,192.30769230769232,67239.36
Dell,Notebook,Windows,Intel,Intel,4,2.18,0,2.4,1.0,0.0,136.7948717948718,31254.048
HP,Notebook,Windows,Intel,Intel,4,1.49,0,1.6,0.0,0.128,225.56390977443607,38681.28
others,Notebook,Windows,Intel,Intel,4,1.89,0,1.44,0.0,0.0,192.30769230769232,13261.392000000002
Lenovo,Notebook,Windows,Intel,Intel,4,2.3,0,2.0,0.0,0.128,136.7948717948718,30103.2
Lenovo,Notebook,Windows,Intel,Intel,8,1.75,0,1.6,0.0,0.256,214.28571428571428,55890.72
Dell,Workstation,Windows,Intel,Nvidia,16,2.17,0,2.7,0.0,0.512,192.30769230769232,124568.64
Dell,Notebook,Windows,Intel,Nvidia,16,2.06,0,2.8,0.0,0.512,192.30769230769232,101178.72
Lenovo,Ultrabook,Windows,Intel,Intel,16,1.36,0,2.7,0.0,0.512,240.0,95797.44
Asus,Ultrabook,Windows,Intel,Intel,16,0.91,0,2.7,0.0,0.512,240.0,103896.0
Lenovo,Notebook,Windows,Intel,Nvidia,8,2.3,0,2.5,0.0,0.256,192.30769230769232,53918.82719999999
Toshiba,Ultrabook,Windows,Intel,Intel,32,1.05,1,2.7,0.0,0.512,225.56390977443607,149130.72
Asus,Gaming,Windows,Intel,Nvidia,8,1.99,0,2.8,1.0,0.128,192.30769230769232,71928.0
Acer,Notebook,Windows,AMD,AMD,8,2.2,0,2.5,1.0,0.0,136.7948717948718,30849.12
Asus,Gaming,Windows,Intel,Nvidia,24,4.33,1,2.6,1.0,0.256,173.41040462427745,67612.31999999999
